study_hours,attendance,participation,extra_curricular,sleep_hours,stress_level,motivation_score,parent_education,previous_gpa,assignment_completion,grade
1.8,62.2,5.4,6.2,6.2,7.6,8.3,2,3.57,91.0,C
11.0,80.5,5.7,7.4,7.0,9.7,9.5,0,2.67,68.5,C
22.3,84.0,0.8,3.6,8.0,1.6,3.8,1,2.26,72.4,C
18.3,88.7,0.2,6.1,7.4,8.2,10.0,0,2.83,61.0,C
17.0,81.8,7.7,1.6,8.4,3.1,2.0,2,2.49,61.3,C
6.9,80.8,6.8,0.7,6.3,8.9,9.5,3,2.3,68.0,D
10.6,97.5,2.3,0.6,5.8,8.0,4.2,2,2.47,43.5,D
9.5,83.7,2.2,0.8,9.3,6.2,1.8,0,3.36,92.6,C
8.7,91.0,0.9,1.6,4.8,7.5,5.5,1,2.36,44.9,D
6.8,92.3,5.9,5.2,8.1,6.1,3.4,2,2.12,92.7,B
17.9,86.6,7.0,3.4,8.2,2.4,8.9,1,3.19,92.3,A
6.8,73.3,5.1,0.0,7.5,9.8,6.7,3,1.91,55.6,D
23.4,73.2,9.6,1.3,7.2,1.9,9.4,3,2.91,81.3,A
10.3,69.6,6.2,0.1,6.9,1.2,1.2,3,2.48,59.4,C
15.2,63.2,7.9,3.5,6.3,3.0,1.7,1,3.47,56.4,B
18.0,59.7,9.8,1.6,5.7,9.0,3.1,2,2.05,91.9,C
16.8,86.5,8.4,4.3,7.4,6.6,2.2,1,3.55,68.9,B
4.2,79.5,2.7,4.8,5.7,3.8,5.1,1,2.53,76.0,F
25.5,77.7,1.0,0.8,5.8,9.9,2.3,2,4.0,82.1,C
11.9,75.0,0.3,0.2,5.7,4.6,2.2,3,3.88,88.0,C
12.5,99.7,8.7,3.8,6.9,8.2,4.1,3,2.87,89.0,B
27.3,70.2,8.7,0.7,5.9,9.8,4.0,2,3.11,79.5,B
27.5,64.5,6.8,0.2,7.2,1.3,3.3,1,3.45,83.6,B
5.4,80.7,4.4,3.9,7.8,5.4,8.9,1,2.7,56.6,C
17.4,94.5,1.3,3.8,7.4,9.2,2.6,3,2.99,69.5,C
18.9,91.8,1.6,1.5,4.4,9.7,3.3,0,2.02,86.4,C
4.8,52.9,8.3,1.7,6.8,3.2,6.6,0,2.3,50.1,C
5.0,90.4,2.1,0.4,6.8,3.4,1.5,0,3.24,42.4,D
18.7,70.9,1.5,10.0,6.5,9.7,1.0,1,2.88,92.1,C
14.1,65.5,6.7,10.0,6.8,5.0,8.8,1,2.41,50.6,B
16.7,100.0,8.7,2.5,7.8,2.9,6.9,3,3.51,63.6,B
15.7,81.9,7.8,2.5,7.2,4.6,3.9,0,3.01,80.1,B
11.8,74.9,5.4,0.0,5.2,4.6,7.3,3,1.94,63.3,D
6.0,90.1,4.6,1.4,6.6,5.3,1.2,3,3.48,60.5,D
1.2,86.7,8.1,3.8,7.4,3.2,9.3,3,2.97,43.6,B
26.9,76.8,3.1,4.9,4.2,6.5,7.4,2,3.04,56.4,C
17.6,84.6,7.1,0.3,4.6,9.7,5.4,0,3.06,88.4,C
13.3,84.5,8.8,0.8,7.1,4.7,8.6,0,2.02,94.0,C
6.3,71.3,6.7,0.3,5.5,6.3,2.5,2,4.0,84.2,C
16.1,76.2,5.5,0.8,8.3,5.5,9.9,2,1.79,48.2,C
17.9,91.2,1.3,0.3,7.2,3.5,1.7,0,3.78,45.1,C
8.7,68.8,8.0,0.8,7.7,6.9,5.8,2,2.87,59.5,C
9.6,79.2,9.6,0.6,5.7,7.2,2.8,3,2.25,67.0,C
5.1,64.9,9.9,7.9,6.1,5.9,8.6,1,4.0,45.3,B
8.6,65.2,3.6,0.3,5.4,9.4,6.0,3,2.29,66.8,F
6.8,79.0,3.8,6.3,6.4,8.8,8.3,0,2.4,44.9,C
7.2,78.6,8.2,0.4,6.7,8.8,9.3,2,4.0,85.9,B
21.6,70.7,0.3,0.4,6.3,9.7,5.9,1,2.76,58.7,D
0.3,84.5,6.5,0.5,5.0,1.6,8.0,0,2.39,99.7,C
16.2,70.6,6.9,0.2,6.1,5.6,10.0,2,3.06,58.4,B
7.8,76.5,1.9,1.4,7.7,4.7,8.4,1,3.33,40.7,C
27.5,71.4,5.4,0.7,7.0,1.1,3.2,1,2.79,46.6,B
0.9,63.7,3.2,4.0,6.5,5.3,4.4,2,2.28,87.1,F
5.8,86.1,0.4,7.0,5.9,5.2,6.7,1,3.25,78.2,C
8.7,79.1,6.8,0.1,8.6,1.8,7.4,0,2.32,57.8,B
23.9,92.2,2.7,0.1,7.4,1.7,9.7,2,3.4,77.5,B
7.4,85.7,5.3,0.1,8.0,9.7,8.2,3,3.67,84.9,B
11.8,65.5,4.4,2.8,4.1,9.5,3.2,0,2.67,93.2,D
3.3,88.1,4.6,5.5,5.5,7.6,8.0,0,2.18,72.7,C
19.7,92.9,7.3,2.3,6.5,6.3,5.6,2,3.14,81.3,B
11.4,75.0,2.5,3.9,6.5,9.9,1.9,2,3.57,52.2,D
20.7,92.4,5.5,0.0,5.8,7.8,1.3,1,2.33,97.5,B
8.7,68.2,7.2,6.5,4.0,6.3,4.5,0,3.81,40.2,D
2.3,71.4,6.4,0.2,9.6,6.2,6.1,1,4.0,80.6,B
6.6,91.4,7.1,4.7,5.7,5.7,5.0,0,2.54,66.0,C
13.6,65.7,6.4,4.6,8.7,2.1,4.7,0,2.58,74.3,B
4.8,71.7,5.2,1.1,7.4,9.5,3.3,3,3.42,90.5,D
19.7,77.7,4.4,3.9,8.6,7.9,2.4,0,2.2,85.1,C
15.1,66.3,2.5,7.1,5.4,3.2,3.4,1,2.62,86.6,C
17.6,48.9,3.5,6.9,7.6,1.2,7.0,1,2.84,96.2,C
16.1,64.7,5.7,1.9,7.2,9.7,6.5,3,2.31,49.1,D
12.7,65.8,8.6,3.8,6.6,1.6,7.4,1,2.3,67.5,C
5.8,72.6,4.1,3.2,8.9,5.9,1.6,2,3.64,67.6,C
13.4,79.5,2.0,6.3,8.4,8.9,8.8,3,2.62,99.1,D
17.2,66.3,6.6,5.2,6.5,4.4,8.0,1,1.7,87.6,C
18.5,78.8,1.6,3.6,7.5,8.1,3.9,1,2.6,51.1,D
11.8,69.2,8.8,4.9,6.7,5.5,9.7,2,2.96,80.1,B
5.5,92.2,7.2,6.6,9.6,1.7,7.6,3,3.0,89.1,B
21.6,76.0,3.6,2.0,8.1,8.5,4.0,2,3.13,89.6,C
13.8,97.4,6.5,2.9,6.1,4.2,8.6,3,3.04,78.0,B
20.4,73.2,8.4,1.0,7.1,6.8,7.2,3,1.64,52.8,B
15.7,85.6,2.6,7.1,7.8,7.0,6.0,0,2.72,67.6,C
9.6,75.7,0.4,4.0,5.4,9.3,3.5,1,2.54,94.6,D
14.9,66.8,8.3,1.0,7.8,8.9,2.0,1,3.02,45.8,C
3.2,90.6,0.5,7.0,5.5,8.7,7.0,0,3.34,51.1,D
13.7,78.8,0.6,5.3,7.9,6.4,2.0,2,3.39,92.7,C
7.4,95.7,6.0,6.7,6.1,5.0,6.5,0,3.53,82.2,A
24.0,100.0,9.5,2.8,6.3,7.7,5.6,1,2.43,55.3,B
25.3,75.4,2.0,2.8,4.0,3.5,2.9,1,2.68,40.5,C
15.6,55.5,9.3,1.5,6.6,1.8,6.6,0,2.61,70.4,C
8.9,73.2,3.9,1.6,5.7,4.7,9.2,0,3.26,58.6,B
9.7,97.3,1.1,1.5,7.6,5.1,4.3,0,2.67,85.1,C
17.6,92.1,0.1,3.0,4.4,9.2,6.5,1,3.03,47.2,C
5.9,76.5,5.8,0.1,4.2,2.1,6.0,0,3.56,79.1,C
12.4,66.7,7.9,1.8,5.2,8.2,8.4,0,1.71,74.9,D
29.3,64.9,4.3,0.5,6.0,9.0,4.1,2,3.59,60.4,B
16.5,58.5,2.2,10.0,8.0,5.1,7.2,0,2.77,41.7,D
16.8,76.9,1.6,0.1,6.1,7.8,5.1,1,3.14,47.0,D
11.8,59.5,3.4,2.3,4.7,2.4,6.0,2,3.74,90.0,C
4.2,76.0,2.7,10.0,5.9,6.0,4.1,3,2.16,66.6,D
10.8,88.8,6.2,0.7,5.9,5.3,5.9,1,2.74,53.7,C
21.6,73.3,7.9,1.0,6.4,9.8,5.4,1,2.1,91.8,C
17.6,69.3,5.1,2.0,7.8,9.8,4.7,3,2.93,89.7,C
22.8,76.2,4.4,5.6,6.3,5.6,6.6,1,3.4,95.6,B
7.4,91.2,3.0,1.3,5.7,2.9,9.6,3,3.32,40.5,C
15.0,84.2,1.4,4.2,7.3,7.9,8.6,3,3.51,76.8,C
17.3,58.4,3.5,0.4,4.2,1.7,5.5,1,2.93,87.7,C
24.0,68.8,2.8,4.9,6.3,9.2,3.9,0,3.22,68.6,C
14.1,92.4,1.2,6.6,4.0,6.3,6.6,0,2.91,44.3,D
15.8,84.1,5.2,0.5,5.6,5.5,3.6,3,3.33,48.0,C
18.0,78.2,7.1,0.2,7.5,3.8,1.9,2,2.28,61.6,B
9.2,80.3,9.1,1.4,6.4,4.5,6.7,3,3.99,82.2,A
26.2,90.7,7.8,3.1,6.3,9.6,5.5,3,2.53,66.0,C
14.8,76.2,4.2,5.2,6.0,6.9,5.3,3,3.09,92.8,B
9.8,73.0,7.4,1.1,5.1,7.4,2.8,0,3.79,93.4,C
4.7,66.0,8.4,0.0,4.7,1.2,2.1,0,2.12,64.8,F
12.6,78.2,9.6,2.2,5.1,8.0,8.0,0,3.47,71.3,C
14.2,96.6,3.7,0.0,7.7,9.8,8.6,3,1.99,41.4,C
29.0,66.8,0.7,0.8,6.4,7.7,5.3,2,1.81,43.5,C
21.5,70.6,1.4,2.9,7.0,2.3,8.3,0,3.65,78.2,A
5.2,75.2,4.7,6.6,6.1,2.3,1.1,1,2.89,77.9,D
22.6,80.2,6.8,0.2,7.5,5.1,5.9,1,2.43,66.0,C
9.8,82.5,9.6,0.7,4.6,4.9,6.3,1,3.08,44.4,C
11.7,78.2,1.6,1.9,5.3,6.8,7.0,3,3.3,49.8,C
12.7,75.5,6.3,0.8,7.6,7.6,1.9,1,2.53,65.7,C
12.0,70.2,9.2,10.0,4.9,7.8,9.3,3,1.84,97.1,D
17.4,59.0,6.6,0.8,6.5,3.0,1.4,1,2.23,42.2,C
11.7,85.0,5.8,2.2,5.5,4.2,9.0,2,3.37,96.8,B
21.0,40.0,5.9,0.6,7.6,2.9,1.6,3,2.55,44.1,D
15.6,82.9,6.9,4.4,5.4,8.9,5.9,1,3.05,56.9,C
9.9,47.3,9.7,0.8,5.2,3.1,1.0,0,2.15,83.8,C
28.1,69.9,7.1,5.1,5.9,9.1,8.3,3,2.12,99.1,B
24.6,80.7,7.1,0.5,7.0,9.6,1.4,0,3.64,55.9,C
20.4,81.0,5.1,1.4,7.8,5.2,9.3,0,3.4,81.7,B
19.1,84.5,3.4,10.0,7.0,7.5,6.1,0,3.27,96.8,C
9.9,88.2,0.3,5.5,6.4,3.1,7.3,0,3.07,89.0,C
7.0,78.5,1.8,4.8,4.0,2.2,8.8,1,3.46,49.4,C
4.3,85.4,6.2,2.5,6.6,3.6,3.8,1,2.42,61.2,D
23.7,76.2,2.9,1.7,5.2,1.5,4.4,3,3.54,96.7,B
22.1,62.1,1.0,1.0,5.9,9.8,1.6,3,1.8,71.1,D
10.4,98.4,4.0,0.9,6.4,3.4,3.6,3,1.93,79.4,C
19.0,74.7,6.2,3.1,7.9,6.5,3.8,1,3.41,56.3,B
16.3,81.3,7.0,3.4,6.2,6.2,3.3,3,2.77,67.0,C
13.8,65.8,1.0,0.0,5.5,7.7,9.2,0,2.72,66.0,D
3.9,77.0,6.4,0.8,5.9,2.8,8.9,1,2.96,84.3,C
8.1,69.4,6.1,3.4,7.0,8.4,9.4,3,3.07,72.7,C
5.3,98.5,3.7,7.6,7.8,3.4,4.3,0,4.0,93.7,A
25.2,86.3,4.3,1.8,7.1,1.6,8.4,3,2.91,57.5,B
17.1,78.0,9.3,0.3,5.9,6.9,3.3,2,3.67,49.6,B
5.2,89.6,2.9,1.1,6.6,5.8,4.2,3,1.8,61.2,C
23.6,61.6,9.4,6.3,6.2,6.0,5.5,2,2.29,51.6,B
16.4,85.3,6.1,0.5,5.3,7.2,3.1,3,3.12,47.1,C
20.5,83.1,1.1,0.8,9.4,3.2,1.5,3,3.06,63.5,C
5.7,100.0,4.3,2.3,7.8,2.5,5.5,1,3.43,64.7,B
17.7,67.0,3.4,0.5,5.3,4.5,9.1,1,3.19,52.3,D
6.1,64.7,6.9,0.9,8.0,8.4,8.6,2,2.88,69.1,C
8.1,74.4,4.7,0.2,8.0,9.1,2.8,1,2.53,44.0,D
22.4,80.5,8.0,1.7,5.2,4.2,4.4,0,2.39,44.1,C
0.8,89.6,2.2,3.3,6.3,8.2,8.0,0,2.8,72.9,C
15.6,94.9,6.7,2.9,5.6,2.8,9.0,2,3.12,85.0,A
11.7,81.7,6.3,0.5,8.7,3.4,2.8,0,2.67,58.8,C
9.0,88.8,0.8,3.6,7.9,6.9,8.2,0,2.55,56.3,D
26.8,91.3,1.9,3.6,7.1,3.4,7.0,3,1.98,88.9,B
16.7,71.5,4.3,0.1,6.1,6.0,1.4,1,3.09,80.0,C
8.8,74.5,8.3,5.6,7.1,1.6,1.9,0,1.88,99.9,B
13.4,75.1,3.6,4.6,4.3,6.9,3.1,0,3.18,40.9,D
15.9,100.0,8.6,2.7,6.7,7.8,5.0,1,2.81,82.4,C
8.4,52.8,10.0,10.0,7.8,7.4,6.3,0,3.13,43.2,B
8.0,76.1,5.0,3.5,7.7,3.5,2.4,0,3.6,78.2,C
8.0,71.6,1.7,0.1,7.1,7.3,8.5,1,3.6,88.2,C
23.4,74.2,2.8,7.6,8.6,4.2,1.5,3,3.74,41.9,C
19.2,85.5,8.9,0.7,5.4,8.2,10.0,0,3.4,41.8,B
12.8,76.6,3.4,0.2,6.3,1.6,2.9,1,2.35,53.8,D
13.3,75.1,7.6,10.0,4.5,8.2,3.9,0,2.52,58.0,D
6.4,64.3,2.1,5.0,6.0,8.8,2.4,0,2.24,45.0,F
14.4,81.6,5.1,0.5,4.8,5.4,1.7,3,3.27,67.6,C
16.6,50.1,5.7,3.3,7.1,3.8,5.8,2,3.02,90.4,C
10.5,98.4,8.4,1.3,6.2,4.0,5.1,2,3.43,85.7,B
10.3,62.9,4.9,3.1,6.9,4.3,7.0,1,1.89,48.5,D
18.8,71.5,2.9,7.9,6.6,2.3,4.4,2,3.07,87.9,C
10.2,83.6,6.7,0.7,7.0,3.2,3.4,1,2.62,40.0,C
19.5,83.5,3.5,0.3,7.5,1.4,3.6,2,2.78,52.5,C
6.6,75.5,4.9,1.7,5.9,8.4,2.5,3,3.63,41.8,D
4.5,80.6,5.0,0.2,6.6,4.9,8.6,1,2.49,49.6,C
9.6,67.3,1.7,1.4,6.0,7.8,2.1,2,3.55,86.4,C
7.0,86.0,0.2,5.3,8.3,3.1,4.1,3,2.88,41.8,C
11.8,60.5,3.2,5.7,5.4,3.5,9.7,2,3.37,40.6,C
22.9,75.2,2.6,1.3,5.9,9.4,1.6,0,2.11,45.5,D
6.4,83.8,2.5,1.9,7.9,7.8,6.2,0,3.27,94.3,C
23.2,99.0,8.8,6.8,6.2,7.2,3.4,3,3.16,51.4,B
6.1,98.6,4.9,1.1,4.9,2.5,2.0,0,3.99,72.8,C
15.1,80.4,5.7,3.2,6.2,3.9,1.1,0,3.32,89.6,C
20.2,76.8,2.1,0.2,8.3,1.3,6.9,1,3.16,71.9,C
28.2,67.7,0.5,3.5,4.7,6.5,3.3,2,2.66,74.7,C
24.8,74.1,8.1,1.2,4.7,8.6,3.0,1,1.1,62.9,C
27.6,73.3,1.2,8.1,6.9,1.3,5.3,2,3.97,64.5,B
3.3,84.0,4.2,0.4,7.2,7.0,1.7,0,2.89,61.3,F
18.0,92.4,2.6,0.3,5.2,7.1,6.9,1,1.73,44.2,D
17.9,74.5,5.6,0.8,8.6,9.6,3.0,2,2.81,93.2,B
20.5,97.6,4.3,3.9,6.1,8.5,5.9,2,2.96,90.7,C
4.7,72.3,5.1,1.1,4.3,1.4,3.4,1,3.26,40.4,C
5.7,85.0,4.0,4.6,6.6,6.9,7.2,3,2.6,47.2,D
30.0,93.1,1.7,1.6,7.0,1.8,4.5,2,2.95,46.0,C
13.2,73.7,4.2,0.2,6.6,4.5,1.3,0,2.49,75.0,C
11.6,77.1,2.8,3.7,7.1,4.4,5.9,2,2.64,43.0,C
15.6,69.5,9.3,0.3,4.1,8.8,1.8,0,2.43,52.7,F
8.3,49.6,5.7,4.9,5.8,2.3,3.4,1,3.07,61.7,C
8.3,73.0,1.9,3.1,7.1,9.1,3.7,2,2.6,53.8,F
8.2,89.7,4.0,0.5,5.6,7.0,3.4,0,3.6,44.9,C
22.2,86.5,6.2,1.6,4.3,6.1,8.7,0,2.33,52.1,C
9.8,81.5,8.2,0.1,5.4,7.9,3.3,1,2.39,91.9,D
11.4,96.3,5.8,1.7,7.6,3.0,7.2,2,2.34,54.0,B
12.7,81.9,7.3,1.3,7.4,4.0,5.2,2,2.78,40.8,C
17.6,100.0,1.7,1.1,6.8,1.5,9.0,1,2.85,74.6,B
26.1,68.4,9.2,1.6,7.0,3.6,5.7,2,2.36,81.9,B
12.6,79.8,0.0,1.0,7.3,6.7,6.3,1,2.12,41.0,D
30.3,86.5,0.9,5.3,6.8,1.9,4.6,2,3.19,83.7,B
20.6,94.3,0.1,2.3,7.2,1.8,5.9,3,4.0,62.8,C
23.3,70.6,1.8,10.0,8.2,8.9,10.0,2,1.31,75.0,C
12.0,66.7,3.2,0.4,5.4,6.2,7.2,0,3.0,82.0,C
12.2,95.3,0.3,1.0,9.0,8.6,2.8,0,2.19,47.5,C
8.5,67.2,2.3,3.0,8.9,3.3,3.8,3,2.79,76.8,C
19.9,100.0,7.0,2.4,7.3,1.2,3.8,2,2.65,43.4,A
24.8,97.5,4.5,1.6,6.8,9.7,4.4,0,2.21,43.7,C
8.0,69.8,1.2,6.4,4.3,6.9,5.0,0,1.99,78.9,D
17.1,63.7,5.8,1.5,5.5,4.5,2.5,2,2.58,84.1,B
29.8,89.0,5.4,0.2,7.5,4.6,3.7,1,2.88,48.6,B
4.9,95.9,0.8,1.9,7.8,8.1,3.5,2,3.06,96.5,C
0.8,83.7,8.1,9.0,5.7,5.0,6.8,1,2.56,62.9,C
17.1,71.6,0.5,5.2,6.9,4.2,8.2,3,3.53,73.3,B
28.1,99.0,5.4,2.8,7.2,6.1,2.7,3,2.03,43.6,B
13.5,64.3,4.4,0.5,5.9,4.5,1.5,0,2.47,63.9,F
25.1,80.3,0.6,0.2,8.5,8.9,6.0,0,3.94,97.6,B
19.7,75.4,1.3,0.4,4.5,4.2,9.9,0,2.87,81.1,C
4.0,99.2,4.2,0.1,5.3,1.9,9.6,1,2.49,76.0,C
21.9,75.4,8.0,3.4,4.8,9.3,1.7,0,4.0,56.8,B
7.5,73.8,2.2,1.5,6.9,2.6,8.2,2,2.76,60.1,C
20.2,83.7,0.6,3.5,6.2,5.9,4.6,1,2.16,71.2,D
16.1,64.0,4.2,1.3,8.3,2.5,5.2,3,3.91,73.2,C
15.9,76.1,5.6,0.9,7.2,8.2,7.6,1,3.87,76.6,C
6.7,60.3,2.9,0.0,4.3,7.6,1.2,0,2.78,75.1,F
27.3,92.3,9.0,0.7,7.6,6.4,8.3,2,2.91,65.8,A
17.9,68.5,2.5,1.1,9.0,4.8,6.5,2,3.6,44.9,C
8.9,73.2,6.5,3.3,6.4,6.1,7.0,0,3.4,80.7,C
20.9,83.4,1.4,5.9,9.0,3.2,7.8,2,2.8,85.6,B
3.4,79.3,3.0,4.6,7.4,9.7,4.5,1,3.43,47.8,C
18.7,60.5,4.3,3.1,5.5,4.6,3.4,1,3.26,51.9,C
11.9,81.2,1.8,9.4,4.7,1.6,5.4,0,2.11,46.5,D
7.8,86.6,8.6,4.3,7.0,9.5,7.1,2,2.3,59.9,B
15.5,69.3,8.6,0.4,6.3,7.0,7.8,3,3.0,88.7,B
13.6,69.3,6.8,0.9,6.4,1.5,7.5,1,2.84,68.5,C
18.7,92.8,7.2,2.1,5.5,8.5,8.5,1,4.0,82.6,A
17.9,85.3,4.1,6.5,7.8,3.4,3.2,1,3.67,96.5,B
7.2,78.5,3.6,1.3,4.0,8.9,5.5,1,3.37,70.5,D
22.5,99.0,7.9,0.7,7.1,4.8,5.1,3,3.44,55.4,A
18.8,76.5,0.5,0.7,4.8,1.0,9.2,0,2.55,90.6,C
15.9,74.5,4.3,0.4,4.0,4.4,6.6,1,2.91,83.1,C
14.2,54.4,5.1,5.9,6.2,9.9,5.3,2,3.7,99.2,C
16.9,71.2,0.1,1.5,7.3,4.0,8.4,3,2.47,40.0,D
19.2,83.7,3.8,6.3,6.5,4.0,2.0,1,3.35,97.2,B
16.5,72.1,1.2,3.0,6.7,1.7,9.6,2,3.58,54.8,B
14.8,74.1,9.3,7.2,5.7,3.6,4.4,1,2.27,63.6,C
17.3,67.2,8.0,4.0,5.3,5.9,1.8,0,3.05,62.6,D
14.9,76.5,3.9,8.9,7.0,2.0,9.8,3,2.47,62.9,B
22.3,74.0,9.2,6.6,7.9,1.6,4.0,0,3.09,58.8,B
15.2,82.6,1.3,0.7,5.6,6.8,6.4,3,2.19,81.8,C
5.8,76.3,1.1,6.5,8.1,1.2,7.2,1,2.14,59.0,C
13.4,75.7,3.0,0.3,5.2,3.8,9.3,1,2.77,49.7,C
15.5,100.0,1.7,7.4,5.2,7.8,4.0,3,1.91,97.1,C
29.3,75.6,9.2,1.7,6.9,5.0,5.4,2,2.74,61.1,B
21.6,90.8,8.5,1.4,8.2,8.2,8.6,2,3.23,63.7,B
5.0,74.1,6.3,0.6,6.9,2.8,3.6,1,3.77,84.9,C
18.0,46.9,5.3,3.7,6.1,2.1,2.9,1,1.83,40.1,C
11.3,80.1,6.0,3.9,4.3,6.8,1.6,0,3.32,93.8,C
18.3,96.1,8.5,1.2,7.1,2.6,4.9,1,3.06,49.9,B
26.1,70.7,3.2,2.5,7.0,4.9,9.6,3,3.33,83.2,B
20.2,69.5,5.6,2.8,6.0,6.6,9.7,2,2.14,83.7,B
11.6,65.4,6.0,2.0,4.0,5.7,2.8,2,3.01,88.3,C
6.9,57.6,9.3,7.7,4.0,7.6,1.3,0,2.82,68.5,D
6.3,82.3,0.9,10.0,9.4,3.1,5.4,2,3.03,65.7,C
